Phylum;Class;Order;Family;Genus;Species;Subspecies;CommonName;FormerDistribution;Assessment;EstimatedExtinctionDate;CausesOfExtinction;Habitat;HabitatNotes;HumanLosses;PotentialLosses
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;ishmaeli;;Unknown;Kenya, Rwanda, United Republic of Uganda;Extinct in the wild;1996;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;Lakes;Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;lividus;;Unknown;Kenya, Rwanda, United Republic of Uganda;Extinct in the wild;1996;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;Lakes;Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;longirostris;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1982;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lakes; over sand";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;macrognathus;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1982;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lakes; sheltered gulf";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;mandibularis;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1962;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lake; inshore";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;martini;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1960;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lake; exposed shores";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;michaeli;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1982;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lake; over mud";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;mylergates;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1978;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lake; over mud";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;nanoserranus;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1978;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lake; off-shore";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;nigrescens;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1912;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;Lake;Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;nyanzae;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1962;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;Lake;Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;obtusidens;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1982;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lake; over mud";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;pachycephalus;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1967;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;Lake;Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;paraguiarti;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1967;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lake; beaches";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;paraplagiostoma;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1969;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;Lake;Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;percoides;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1962;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lake; shallow waters";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;perrieri;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct in the wild;1996;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;Lake;Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;pharyngomylus;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1960;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;Lake;Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;prognathus;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1967;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;Lake;Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;pseudopellegrini;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1967;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lake; over mud";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;teegelaari;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1982;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lake; over mud";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;thuragnathus;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1967;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lake; over mud";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Haplochromis;xenostoma;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1982;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;"Lake; over mud";Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Hoplotilapia;retrodens;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1991;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;Lake;Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Platytaeniodus;degeni;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct in the wild;1996;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;Lake;Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Ptychochromis;sp. nov. 'Kotro';;Unknown;Madagascar;Extinct;1962;Unknown;Freshwater;Unknown;Food source;Unknown
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Ptychochromoides;itasy;;Unknown;Madagascar;Extinct;1960;Unknown;Freshwater;Unknown;Food source;Unknown
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Pyxichromis;parorthostoma;;Unknown;Kenya, Rwanda, United Republic of Tanzania, Uganda;Extinct;1967;Introduction of Nile Perch, Water Hyacinth and Pollution;Freshwater;Lake;Food source;Knowledge of genetic diversity
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Tristramella;intermedia;;Unknown;Israel: Hula basin;Extinct;1970;Draining of lake;Freshwater;Lake;Food source;Unknown
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Tristramella;magdelainae;;Unknown;Syrian Arab Republic;Extinct;1950;Drought, pollution and water extraction;Freshwater;Lake;Food source;Unknown
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Xystichromis ;bayoni;;Unknown;Uganda;Extinct;1996;Unknown;Freshwater;Unknown;Food source;Unknown
CHORDATA;ACTINOPTERYGII;PERCIFORMES;CICHLIDAE;Yssichromis ;sp. nov. 'argens';;Unknown;Tanzania: Lake Victoria;Extinct in the wild;1996;Unknown;Freshwater;Lake;Food source;Unknown
CHORDATA;ACTINOPTERYGII;PERCIFORMES;PERCIDAE;Etheostoma;sellare;;Maryland Darter;United States;Extinct;1988;Habitat degradation;Freshwater;Unknown;Food source;Unknown
CHORDATA;ACTINOPTERYGII;SALMONIFORMES;RETROPINNIDAE;Prototroctes;oxyrhynchus;;New Zealand Grayling;New Zealand;Extinct;1923;Introduced trout and the deterioration of the freshwater habitat;Freshwater;Rivers;Food source;Unknown
CHORDATA;ACTINOPTERYGII;SALMONIFORMES;SALMONIDAE;Coregonus;alpenae;;Longjaw Ciscoe;Canada, United States;Extinct;1975;Overfished and predation from introduced species;Freshwater;"Lake; deepwater";Food source;Unknown
CHORDATA;ACTINOPTERYGII;SALMONIFORMES;SALMONIDAE;Coregonus;bezola;;Bezoule;France: Lake Bourget;Extinct;1960;Unknown;Freshwater;Lake;Food source;Unknown
CHORDATA;ACTINOPTERYGII;SALMONIFORMES;SALMONIDAE;Coregonus;fera;;F�ra;France, Switzerland;Extinct;1920;Eutrophication and overfishing;Freshwater;Lake;Food source;Unknown
CHORDATA;ACTINOPTERYGII;SALMONIFORMES;SALMONIDAE;Coregonus;gutturosus;;Bodensee Kilch;Switzerland;Extinct;1972;Eutrophication and overfishing;Freshwater;Lake;Food source;Unknown
CHORDATA;ACTINOPTERYGII;SALMONIFORMES;SALMONIDAE;Coregonus;hiemalis;;Gravenche;Switzerland;Extinct;1950;Overfishing and species introductions;Freshwater;Lake;Food source;Unknown
CHORDATA;ACTINOPTERYGII;SALMONIFORMES;SALMONIDAE;Coregonus;johannae;;Deepwater Ciscoe;Canada, United States;Extinct;1952;Overfishing and species introductions;Freshwater;Lake;Food source;Unknown
CHORDATA;ACTINOPTERYGII;SALMONIFORMES;SALMONIDAE;Coregonus;nigripinnis;;Blackfin Cisco;Canada, United States;Extinct;1880;Overfishing, sea lamprey predation, and introgressive hybridization;Freshwater;"Lake; deepwater";Food source;Unknown
CHORDATA;ACTINOPTERYGII;SALMONIFORMES;SALMONIDAE;Coregonus;oxyrinchus;;Houting;Belgium, France, Germany, Netherlands, United Kingdom;Extinct;1940;Pollution;Freshwater;Rivers;Food source;Unknown
CHORDATA;ACTINOPTERYGII;SALMONIFORMES;SALMONIDAE;Coregonus;restrictus;;F�rit, Kr�pfer;Switzerland: Lake Morat;Extinct;1885;Habitat modification;Freshwater;Lake;Food source;Unknown
CHORDATA;ACTINOPTERYGII;SALMONIFORMES;SALMONIDAE;Salmo;pallaryi;;Unknown;Morocco;Extinct;1930;Introduction of common carp;Freshwater;Lake;Food source;Unknown
CHORDATA;ACTINOPTERYGII;SALMONIFORMES;SALMONIDAE;Salvelinus ;agassizi;;Silver Trout;United States;Extinct;1930;Overfishing and species introductions;Freshwater;Lake;Food source;Unknown
CHORDATA;ACTINOPTERYGII;SALMONIFORMES;SALMONIDAE;Salvelinus ;neocomensis;;Unknown;Switzerland;Extinct;1904;Unknown;Freshwater;Lake;Food source;Unknown
CHORDATA;ACTINOPTERYGII;SALMONIFORMES;SALMONIDAE;Salvelinus ;profundus;;Tiefseesaibling;Austria, Germany, Switzerland;Extinct;1970;Pollution (Eutrophication);Freshwater;Lake;Food source;Unknown
CHORDATA;ACTINOPTERYGII;SALMONIFORMES;SALMONIDAE;Stenodus ;leucichthys;;Beloribitsa;Azerbaijan, Iran, Islamic Republic of, Kazakhstan, Russian Federation, Turkmenistan;Extinct;2004;Overfishing and construction of dams;Freshwater;Lake;Food source;Unknown
CHORDATA;ACTINOPTERYGII;SCORPAENIFORMES;COTTIDAE;Cottus;echinatus;;Utah Lake Sculpin;United States;Extinct;1928;Pollution and introduction of species;Freshwater;Lake;Food source;Unknown
CHORDATA;ACTINOPTERYGII;SILURIFORMES;TRICHOMYCTERIDAE;Rhizosomichthys;totae;;Greasefish;Colombia;Extinct;1957;Seismic activity and introduction of species;Freshwater;Lake;Food source;Unknown
CHORDATA;AMPHIBIA;ANURA;ALYTIDAE;Discoglossus;nigriventer;;Hula Painted Frog;Israel;Extinct;1955;Habitat loss and modification;"Terrestrial; Freshwater";Freshwater habitats;Unknown;Medicinal properties
CHORDATA;AMPHIBIA;ANURA;BUFONIDAE;Adenomus;kandianus;;Unknown;Sri Lanka;Extinct;1900's;Urbanisation;"Terrestrial; Freshwater";Unknown;Food source;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;BUFONIDAE;Anaxyrus;baxteri;;Wyoming Toad;United States: Wyoming;Extinct in the wild;Unknown;Amphibian chytrid fungus and Chytridiomycosis;"Terrestrial; Freshwater";Floodplain ponds;Food source;Unknown
CHORDATA;AMPHIBIA;ANURA;BUFONIDAE;Atelopus;ignescens;;Unknown;Ecuador: Chimborazo and Bol�var Provinces, in the Inter-Andean valleys ;Extinct;1988;Disease (chytridiomycosis), climatic change, habitat loss and the introduction of predatory non-native trout;"Terrestrial; Freshwater";Humid montane forest, humid sub-p�ramo, and p�ramo;Food source;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;BUFONIDAE;Atelopus;longirostris;;Unknown;Ecuador;Extinct;1989;Possibly climate change, pollution and habitat loss;"Terrestrial; Freshwater";Lowland and montane tropical rainforests;Food source;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;BUFONIDAE;Atelopus;vogli;;Unknown;Venezuela;Extinct;1933;Habitat modification to agricultural use;"Terrestrial; Freshwater";Semi-deciduous humid forest;Food source;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;BUFONIDAE;Incilius;holdridgei;;Holdridge's Toad;Costa Rica;Extinct;1986;Disease (chytridiomycosis) and climate change;"Terrestrial; Freshwater";Lower montane forests;Food source;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;BUFONIDAE;Incilius;periglenes;;Golden Toad;Costa Rica;Extinct;1989;Restricted range, global warming, chytridiomycosis and airborne pollution;"Terrestrial; Freshwater";Cloud and elfin forest;Food source;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;CRAUGASTORIDAE;Craugastor;chrysozetetes;;Unknown;Honduras;Extinct;1990's;Deforestation from agricultural encroachment, human settlement, logging, fires and landslides;"Terrestrial; Freshwater";Premontane wet forest;Food source;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;CRAUGASTORIDAE;Craugastor;escoces;;Unknown;Costa Rica;Extinct;1986;Chytridiomycosis;"Terrestrial; Freshwater";Streams in premontane and lower montane rainforest;Food source;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;CRAUGASTORIDAE;Craugastor;milesi;;Unknown;Honduras;Extinct;1992;Habitat loss, degradation and the disease chytridiomycosis;"Terrestrial; Freshwater";Streams in premontane and lower montane rainforest;Food source;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;DICROGLOSSIDAE;Nannophrys;guentheri;;Unknown;Sri Lanka;Extinct;1900's;Unknown;"Terrestrial; Freshwater";Unknown;Food source;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;HYLIDAE;Phrynomedusa;fimbriata;;Unknown;"Brazil: ""Alto da Serra""";Extinct;1920's;Unknown;"Terrestrial; Freshwater";Unknown;Food source;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;MYOBATRACHIDAE;Rheobatrachus;silus;;Southern Gastric Brooding Frog, Southern Platypus Frog;Australia;Extinct;1981;Habitat loss and possibly the disease chytridiomycosis;"Terrestrial; Freshwater";Wet sclerophyll forest and riverine gallery open forest;Food source;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;MYOBATRACHIDAE;Rheobatrachus;vitellinus;;Eungella Gastric-brooding Frog, Northern Gastric Brooding Frog;Australia;Extinct;1985;Habitat loss and possibly the disease chytridiomycosis;"Terrestrial; Freshwater";Rainforest;Food source;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;MYOBATRACHIDAE;Taudactylus;diurnus;;Mount Glorious Day Frog, Mount Glorious Torrent Frog, Southern Day Frog;Australia;Extinct;1979;Habitat loss and possibly the disease chytridiomycosis;"Terrestrial; Freshwater";Montane rainforest;Food source;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RANIDAE;Lithobates;fisheri;;Las Vegas Leopard Frog;United States: Las Vegas;Extinct;1942;Habitat loss and introduction of Bullfrog Rana catesbeiana;"Terrestrial; Freshwater";Freshwater streams, springs, seeps, and adjacent riparian habitat;Food source;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;adspersus;;Unknown;Sri Lanka: Ceylon;Extinct;1886;Habitat loss through conversion of land to agricultural use;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;dimbullae;;Unknown;Sri Lanka: Queenwood Estate, Dimbulla, Ceylon;Extinct;1950's;Habitat loss;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;eximius;;Unknown;Sri Lanka: Queenwood Estate, Dimbulla, Ceylon;Extinct;1930's;Habitat loss;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;extirpo;;Unknown;Sri Lanka;Extinct;1882;Habitat loss;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;halyi;;Unknown;Sri Lanka: Pattipola, Ceylon;Extinct;1899;Habitat loss;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;hypomelas;;Unknown;Sri Lanka: Ceylon;Extinct;1876;Habitat loss;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;leucorhinus;;Unknown;Sri Lanka: Ceylon;Extinct;1856;Habitat loss;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;maia;;Unknown;Sri Lanka;Extinct;1970's;Habitat loss: clearing of cloud forest;Terrestrial;Montane rainforest.;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;malcolmsmithi;;Unknown;Sri Lanka: Ceylon;Extinct;1930's;Habitat loss;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;nanus;;Unknown;Sri Lanka: southern Ceylon;Extinct;1900's;Habitat loss;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;nasutus;;Unknown;Sri Lanka: Ceylon;Extinct;1900's;Habitat loss;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;oxyrhynchus;;Unknown;Sri Lanka: Ceylon;Extinct;1900's;Habitat loss;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;pardus;;Unknown;Sri Lanka;Extinct;1900's;Habitat loss;Terrestrial;Forest;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;rugatus;;Unknown;Sri Lanka: Ceylon;Extinct;1927;Habitat loss;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;stellatus;;Unknown;Sri Lanka: Nuwara Eliya;Extinct;1900's;Habitat loss;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;temporalis;;Unknown;Sri Lanka: Ceylon;Extinct;1900's;Habitat loss;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;travancoricus;;Unknown;India;Extinct;1900's;Deforestation through conversion of land to agricultural use and urban development;Terrestrial;Tropical moist evergreen forest;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;variabilis;;Unknown;Sri Lanka: Ceylon;Extinct;1900's;Habitat loss;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;zal;;Unknown;Sri Lanka: Ceylon;Extinct;1950's;Habitat loss;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;ANURA;RHACOPHORIDAE;Philautus;zimmeri;;Unknown;Sri Lanka: Point de Galle, Ceylon;Extinct;1930's;Habitat loss and urbanisation;Terrestrial;Unknown;Unknown;Medicinal proporties
CHORDATA;AMPHIBIA;CAUDATA;PLETHODONTIDAE;Plethodon ;ainsworthi;;Ainsworth's Salamander;United States;Extinct;1964;Habitat loss;"Terrestrial; Freshwater";Unknown;Food source;Unknown
CHORDATA;AMPHIBIA;CAUDATA;SALAMANDRIDAE;Cynops;wolterstorffi;;Yunnan Lake Newt;China: Kunming Lake and the surrounding areas in Yunnan;Extinct;1979;Habitat destruction, habitat degradation, land reclamation, duck farming and introduction of exotic fish and frog species;"Terrestrial; Freshwater";Shallow lake waters and adjacent irrigation channels, ponds and marshes;Food source;Unknown
CHORDATA;AVES;ANSERIFORMES;ANATIDAE;Alopochen;kervazoi;;Reunion Shelduck, R�union Shelduck;R�union;Extinct;1687;Overhunting;Freshwater;Freshwater pools and streams;Food source;Unknown
CHORDATA;AVES;ANSERIFORMES;ANATIDAE;Alopochen;mauritianus;;Mauritius Shelduck, Mauritian Shelduck;Mauritius;Extinct;1698;Overhunting;Freshwater;Woods and dry ponds;Food source;Unknown
CHORDATA;AVES;ANSERIFORMES;ANATIDAE;Anas;marecula;;Amsterdam Duck, Amsterdam Island Duck;Amsterdam Island: French Southern Territories;Extinct;1793;Overhunting;Freshwater;Marshes and pools;Food source;Unknown
CHORDATA;AVES;ANSERIFORMES;ANATIDAE;Anas;theodori;;Mauritius Duck, Mauritian Duck;Mauritius, R�union;Extinct;1690;Overhunting;Freshwater;Marshes and pools;Food source;Unknown
CHORDATA;AVES;ANSERIFORMES;ANATIDAE;Camptorhynchus ;labradorius;;Labrador Duck;Canada, United States;Extinct;1878;Overhunting, harvesting of eggs and decline food sources;Terrestrial;Harbours and estuaries;Food source;Unknown
CHORDATA;AVES;ANSERIFORMES;ANATIDAE;Mergus;australis;;Auckland Islands Merganser, Auckland Island Merganser;New Zealand: Auckland Islands;Extinct;1902;Hunting and predation by introduced pigs, rats, cats and dogs;Freshwater;Inland streams and estuaries;Food source;Unknown
CHORDATA;AVES;APODIFORMES;TROCHILIDAE;Chlorostilbon ;bracei;;Brace's Emerald;Bahamas;Extinct;1890;Habitat loss and modification;Terrestrial;Unknown;Unknown;Unknown
CHORDATA;AVES;APODIFORMES;TROCHILIDAE;Chlorostilbon;elegans;;Gould's Emerald;Bahamas, Jamaica;Extinct;1860;Human disturbance and introduced species;Terrestrial;Unknown;Unknown;Unknown
CHORDATA;AVES;CHARADRIIFORMES;ALCIDAE;Pinguinus ;impennis;;Great Auk;"Canada, Faroe Islands, Greenland; Iceland; Ireland; United Kingdom";Extinct;1852;Hunting for its feathers, meat, fat and oil, and specimen collecting;Marine;Remote rocky islands;Food source, oil and feathers.;Unknown
CHORDATA;AVES;CHARADRIIFORMES;HAEMATOPODIDAE;Haematopus ;meadewaldoi;;Canary Islands Oystercatcher, Canarian Black Oystercatcher;Portugal, Spain;Extinct;1940;Overharvesting of invertebrates, disturbance by people, predation by rats and cats;Terrestrial;Coastal areas;Food source (eggs);Unknown
CHORDATA;AVES;CHARADRIIFORMES;SCOLOPACIDAE;Prosobonia ;ellisi;;White-winged Sandpiper;French Polynesia;Extinct;1700's;Predation by introduced rats;Terrestrial;Streams;Food source;Unknown
CHORDATA;AVES;CHARADRIIFORMES;SCOLOPACIDAE;Prosobonia ;leucoptera;;Tahitian Sandpiper, Tahiti Sandpiper;French Polynesia;Extinct;1700's;Predation by introduced rats;Terrestrial;Upland streams;Food source;Unknown
CHORDATA;AVES;CICONIIFORMES;ARDEIDAE;Ixobrychus;novaezelandiae;;Black-backed Bittern, New Zealand Bittern, New Zealand Little Bittern;Australia, New Zealand;Extinct;1890;Overhunting and introduced species;Freshwater;Inland wetlands;Food source;Unknown
CHORDATA;AVES;CICONIIFORMES;ARDEIDAE;Nycticorax ;duboisi;;Reunion Night-heron, R�union Night-heron;R�union;Extinct;1700;Overhunting;Freshwater;Inland wetlands;Food source;Unknown
CHORDATA;AVES;CICONIIFORMES;ARDEIDAE;Nycticorax ;mauritianus;;Mauritius Night-heron;Mauritius;Extinct;1600's;Overhunting;Freshwater;Inland wetlands;Food source;Unknown
CHORDATA;AVES;CICONIIFORMES;ARDEIDAE;Nycticorax ;megacephalus;;Rodrigues Night-heron;Mauritius;Extinct;1761;Overhunting;Freshwater;Inland wetlands;Food source;Unknown
CHORDATA;AVES;CICONIIFORMES;THRESKIORNITHIDAE;Threskiornis ;solitarius;;Reunion Ibis, R�union Flightless Ibis, R�union Ibis, R�union Solitaire;R�union;Extinct;1700's;Overhunting;Freshwater;Inland wetlands;Food source;Unknown
CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;Alectroenas;nitidissima;;Mauritius Blue-pigeon;Mauritius;Extinct;1830's;Hunting and habitat loss;Terrestrial;Forests;Food source;Unknown
CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;Alectroenas;rodericana;;Rodrigues Blue-pigeon, Rodrigues Pigeon;Mauritius;Extinct;1750's;Predation by introduced rats;Terrestrial;Subtropical forest;Food source;Unknown
CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;Caloenas ;maculata;;Liverpool Pigeon;Unknown;Extinct;1500's;Overhunting;Terrestrial;Forests;Food source;Unknown
CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;Columba ;duboisi;;Reunion Pigeon, R�union Pigeon;R�union;Extinct;1700;Introduction of rats and cats, and over hunting;Terrestrial;Forests;Food source;Unknown
CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;Columba ;jouyi;;Ryukyu Pigeon, Ryukyu Wood Pigeon;Japan;Extinct;1930's;Habitat loss and over hunting;Terrestrial;Undisturbed sub-tropical forest;Food source;Unknown
CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;Columba ;versicolor;;Bonin Wood-pigeon;Japan;Extinct;1889;Deforestation, hunting, and predation by introduced rats and cats;Terrestrial;Subtropical forest;Food source;Unknown
CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;Dysmoropelia ;dekarchiskos;;St Helena Dove;Saint Helena;Extinct;1500's;Human disturbance;Terrestrial;Unknown;Unknown;Unknown
