Phylum;Class;Order;Family;Genus;Species;Subspecies;CommonName;FormerDistribution;Assessment;EstimatedExtinctionDate;CausesOfExtinction;Habitat;HabitatNotes;HumanLosses;PotentialLosses
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;sagitta;;Unknown;French Polynesia;Extinct;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;salifana;;Mount Alifana Partula;Guam;Extinct;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;salifera;;Unknown;Guam, Northern Mariana Islands;Extinct;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;suturalis;;Moorean Viviparous Tree Snail, Sutural Partula;French Polynesia;Extinct in the wild;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;suturalis;strigosa;Unknown;French Polynesia;Extinct in the wild;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;suturalis;suturalis;Sutural Partula;French Polynesia;Extinct;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;suturalis;vexillum;Unknown;French Polynesia;Extinct in the wild;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;taeniata;;Unknown;French Polynesia;Extinct in the wild;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;taeniata;elongata;Unknown;French Polynesia;Extinct in the wild;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;taeniata;nucleola;Unknown;French Polynesia;Extinct in the wild;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;taeniata;simulans;Unknown;French Polynesia;Extinct in the wild;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;taeniata;taeniata;Unknown;French Polynesia;Extinct;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;thalia;;Unknown;French Polynesia;Extinct;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;tohiveana;;Moorean Viviparous Tree Snail;French Polynesia;Extinct in the wild;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;tristis;;Unknown;French Polynesia;Extinct in the wild;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;turgida;;Unknown;French Polynesia;Extinct;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;umbilicata;;Unknown;French Polynesia;Extinct;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;variabilis;;Unknown;French Polynesia;Extinct;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PARTULIDAE;Partula ;vittata;;Unknown;French Polynesia;Extinct;Post 1980;Habitat destruction and predation from introduced Euglandina rosea;Terrestrial;Arboreal (Trees);Food source ;Information on adaptive radiation
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PUPILLIDAE;Gastrocopta;chichijimana;;Unknown;Japan: Ogasawara-shoto;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PUPILLIDAE;Gastrocopta;ogasawarana;;Unknown;Japan: Ogasawara-shoto;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PUPILLIDAE;Leiostyla ;lamellosa;;Madeiran Land Snail;Portugal: Madeira;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PUPILLIDAE;Lyropupa;perlonga;;Pupillid Land Snail (Mirapupa);United States: Hawaii;Extinct;1980;Introduced predators (Euglandina rosea), habitat destruction, and over collection;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PUPILLIDAE;Nesopupa ;turtoni;;Unknown;Saint Helena;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;PUPILLIDAE;Pupilla;obliquicosta;;Unknown;Saint Helena;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;STREPTAXIDAE;Gibbus;lyonetianus;;Unknown;Mauritius;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;STREPTAXIDAE;Gonidomus ;newtoni;;Unknown;Mauritius;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;STREPTAXIDAE;Gonospira ;nevilli;;Unknown;Mauritius;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;STREPTAXIDAE;Gulella;mayottensis;;Unknown;Mayotte;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;SUBULINIDAE;Chilonopsis;blofeldi;;Unknown;Saint Helena;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;SUBULINIDAE;Chilonopsis;exulatus;;Unknown;Saint Helena;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;SUBULINIDAE;Chilonopsis;helena;;Unknown;Saint Helena;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;SUBULINIDAE;Chilonopsis;melanoides;;Unknown;Saint Helena;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;SUBULINIDAE;Chilonopsis;nonpareil;;Unknown;Saint Helena;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;SUBULINIDAE;Chilonopsis;subplicatus;;Unknown;Saint Helena;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;SUBULINIDAE;Chilonopsis;subtruncatus;;Unknown;Saint Helena;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;SUBULINIDAE;Chilonopsis;turtoni;;Unknown;Saint Helena;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
MOLLUSCA;GASTROPODA;STYLOMMATOPHORA;VERTIGINIDAE;Campolaemus ;perexilis;;Unknown;Saint Helena;Extinct;Unknown;Unknown;Terrestrial;Ground dwelling;Unknown;Unknown
PLATYHELMINTHES;TURBELLARIA;TRICLADIDA;KENKIIDAE;Romankenkius ;pedderensis;;Lake Pedder Planarian;Australia;Extinct;1972;Habitat modification;Freshwater;Unknown;Unknown;Unknown
